PA00778|SAI001468|20250201|20250201|09007|02|02|374818.18|374818.18|0.00|6250.01|0.00|20250203|15|20250203|0.00|0.00|;
PA00803|SAI001483|20250203|20250203|09014|01|02|1388518.52|1388518.52|0.00|6633.87|0.00|20250208|14|20250205|0.00|0.00|;
PA00844|SAI001494|20250204|20250204|09017|01|01|64478.21|64478.21|0.00|5235.53|0.00|20250207|14|20250206|0.00|0.00|;
PA00872|SAI001513|20250204|20250204|09007|02|02|974811.53|974811.53|0.00|590.68|0.00|20250208|16|20250204|0.00|0.00|;
PA00905|SAI001514|20250205|20250205|09014|02|02|672680.45|672680.45|0.00|3733.04|0.00|20250205|15|20250205|0.00|0.00|;
PA00929|SAI001538|20250205|20250205|09006|02|02|163203.10|163203.10|0.00|5253.61|0.00|20250209|15|20250208|0.00|0.00|;
PA00938|SAI001539|20250206|20250206|09008|02|02|795632.42|795632.42|0.00|9941.34|0.00|20250207|16|20250207|0.00|0.00|;
PA00955|SAI001550|20250206|20250206|09003|02|02|159617.78|159617.78|0.00|4203.79|0.00|20250208|16|20250209|0.00|0.00|;
PA00977|SAI001568|20250207|20250207|09005|01|01|42082.55|42082.55|0.00|1215.23|0.00|20250213|06|20250208|0.00|0.00|;
PA00999|SAI001575|20250209|20250209|09008|01|01|331664.75|331664.75|0.00|3144.25|0.00|20250210|06|20250211|0.00|0.00|;
PA01025|SAI001585|20250210|20250210|09002|02|02|5489.62|5489.62|0.00|1135.61|0.00|20250211|15|20250212|0.00|0.00|;
PA01039|SAI001598|20250210|20250210|09004|02|02|560538.82|560538.82|0.00|1130.43|0.00|20250213|16|20250210|0.00|0.00|;
PA01045|SAI001599|20250211|20250211|09005|01|01|34815.69|34815.69|0.00|7704.91|0.00|20250218|14|20250212|0.00|0.00|;
PA01063|SAI001620|20250212|20250212|09007|02|02|347864.23|347864.23|0.00|4645.92|0.00|20250213|16|20250213|0.00|0.00|;
PA01093|SAI001633|20250216|20250216|09016|02|02|1199108.96|1199108.96|0.00|9390.40|0.00|20250217|15|20250218|0.00|0.00|;
PA01100|SAI001642|20250217|20250217|09008|02|02|269240.76|269240.76|0.00|7554.61|0.00|20250217|16|20250217|0.00|0.00|;
PA01133|SAI001663|20250218|20250218|09014|01|01|146332.99|146332.99|0.00|7355.41|0.00|20250221|06|20250219|0.00|0.00|;
PA01160|SAI001675|20250219|20250219|09007|02|02|189846.16|189846.16|0.00|7071.77|0.00|20250223|15|20250221|0.00|0.00|;
PA01192|SAI001696|20250221|20250221|09004|02|02|8245.05|8245.05|0.00|8610.30|0.00|20250223|16|20250222|0.00|0.00|;
PA01242|SAI001699|20250221|20250221|09003|02|02|574381.87|574381.87|0.00|5143.26|0.00|20250228|16|20250223|0.00|0.00|;
PA01269|SAI001700|20250222|20250222|09006|02|02|137797.77|137797.77|0.00|862.61|0.00|20250228|15|20250223|0.00|0.00|;
PA01309|SAI001717|20250225|20250225|09007|01|01|17484.88|17484.88|0.00|3068.21|0.00|20250228|14|20250227|0.00|0.00|;
PA01356|SAI001724|20250225|20250225|09016|01|01|41742.89|41742.89|0.00|6717.66|0.00|20250304|06|20250226|0.00|0.00|;
PA01394|SAI001740|20250225|20250225|09008|01|01|272293.28|272293.28|0.00|214.20|0.00|20250226|14|20250227|0.00|0.00|;
PA01406|SAI001764|20250226|20250226|09015|02|02|658794.24|658794.24|0.00|9841.70|0.00|20250228|16|20250228|0.00|0.00|;
PA01446|SAI001770|20250227|20250227|09003|01|02|1096179.76|1096179.76|0.00|4364.79|0.00|20250303|14|20250228|0.00|0.00|;
PA01487|SAI001776|20250304|20250304|09012|01|01|40158.99|40158.99|0.00|1380.41|0.00|20250306|06|20250304|0.00|0.00|;
PA01514|SAI001780|20250305|20250305|09016|02|02|479899.17|479899.17|0.00|3216.81|0.00|20250305|15|20250308|0.00|0.00|;
PA01562|SAI001783|20250306|20250306|09007|02|02|1809971.55|1809971.55|0.00|9620.93|0.00|20250310|15|20250308|0.00|0.00|;
PA01607|SAI001791|20250308|20250308|09015|01|01|197548.77|197548.77|0.00|3356.78|0.00|20250311|06|20250310|0.00|0.00|;
PA01639|SAI001803|20250309|20250309|09002|02|02|190034.33|190034.33|0.00|8036.14|0.00|20250310|16|20250311|0.00|0.00|;
PA01656|SAI001804|20250310|20250310|09002|02|02|3218638.29|3218638.29|0.00|1428.36|0.00|20250316|16|20250311|0.00|0.00|;
PA01679|SAI001812|20250310|20250310|09013|01|01|69172.43|69172.43|0.00|8250.32|0.00|20250315|14|20250311|0.00|0.00|;
PA01691|SAI001814|20250310|20250310|09013|01|01|93141.39|93141.39|0.00|563.09|0.00|20250316|14|20250313|0.00|0.00|;
PA01702|SAI001821|20250310|20250310|09009|01|01|115269.58|115269.58|0.00|8771.63|0.00|20250317|06|20250311|0.00|0.00|;
PA01704|SAI001831|20250311|20250311|09009|02|02|671354.92|671354.92|0.00|4851.42|0.00|20250317|16|20250312|0.00|0.00|;
PA01713|SAI001854|20250311|20250311|09014|02|02|311727.96|311727.96|0.00|1538.16|0.00|20250311|15|20250312|0.00|0.00|;
PA01717|SAI001864|20250313|20250313|09012|02|02|807852.22|807852.22|0.00|387.31|0.00|20250314|15|20250315|0.00|0.00|;
PA01754|SAI001875|20250314|20250314|09013|01|02|984955.60|984955.60|0.00|815.83|0.00|20250318|14|20250316|0.00|0.00|;
PA01800|SAI001881|20250314|20250314|09008|01|01|66778.21|66778.21|0.00|6797.42|0.00|20250321|06|20250314|0.00|0.00|;
PA01825|SAI001893|20250315|20250315|09013|01|01|91811.11|91811.11|0.00|1228.94|0.00|20250321|14|20250315|0.00|0.00|;
PA01834|SAI001911|20250315|20250315|09005|02|02|2495580.27|2495580.27|0.00|2422.05|0.00|20250319|16|20250316|0.00|0.00|;
PA01869|SAI001925|20250317|20250317|09009|01|01|133529.39|133529.39|0.00|5473.71|0.00|20250319|06|20250318|0.00|0.00|;
PA01906|SAI001925|20250317|20250317|09003|01|02|712289.76|712289.76|0.00|4539.30|0.00|20250318|06|20250318|0.00|0.00|;
PA01940|SAI001929|20250318|20250318|09007|01|01|68858.32|68858.32|0.00|9564.16|0.00|20250319|06|20250321|0.00|0.00|;
PA01956|SAI001951|20250318|20250318|09003|01|01|34221.91|34221.91|0.00|6120.26|0.00|20250323|14|20250319|0.00|0.00|;
PA01959|SAI001973|20250319|20250319|09014|02|02|362705.34|362705.34|0.00|5167.66|0.00|20250323|16|20250320|0.00|0.00|;
PA01968|SAI001997|20250319|20250319|09013|02|02|1038195.96|1038195.96|0.00|7769.89|0.00|20250326|16|20250322|0.00|0.00|;
PA01984|SAI002005|20250320|20250320|09012|02|02|1865346.40|1865346.40|0.00|6692.61|0.00|20250321|16|20250323|0.00|0.00|;
PA02025|SAI002017|20250321|20250321|09016|02|02|526630.89|526630.89|0.00|8668.32|0.00|20250327|15|20250323|0.00|0.00|;
PA02049|SAI002019|20250321|20250321|09006|02|02|562927.49|562927.49|0.00|6748.89|0.00|20250328|15|20250321|0.00|0.00|;
PA02077|SAI002028|20250322|20250322|09006|01|01|189597.88|189597.88|0.00|8449.11|0.00|20250328|06|20250323|0.00|0.00|;
PA02125|SAI002051|20250325|20250325|09013|02|02|1437714.98|1437714.98|0.00|3401.12|0.00|20250327|16|20250325|0.00|0.00|;
PA02157|SAI002065|20250325|20250325|09017|02|02|302370.01|302370.01|0.00|6828.06|0.00|20250329|15|20250327|0.00|0.00|;
PA02171|SAI002069|20250326|20250326|09012|02|02|731123.65|731123.65|0.00|6710.48|0.00|20250330|15|20250327|0.00|0.00|;
PA02198|SAI002092|20250326|20250326|09011|02|02|1382517.56|1382517.56|0.00|5630.25|0.00|20250330|16|20250326|0.00|0.00|;
PA02221|SAI002110|20250326|20250326|09005|02|02|671222.99|671222.99|0.00|1515.34|0.00|20250402|15|20250328|0.00|0.00|;
PA02233|SAI002122|20250326|20250326|09008|02|02|1731611.53|1731611.53|0.00|8878.75|0.00|20250401|16|20250328|0.00|0.00|;
PA02252|SAI002144|20250328|20250328|09005|01|02|715141.28|715141.28|0.00|5130.88|0.00|20250403|14|20250330|0.00|0.00|;
PA02293|SAI002168|20250329|20250329|09013|01|01|41182.67|41182.67|0.00|1843.85|0.00|20250402|14|20250330|0.00|0.00|;
PA02325|SAI002171|20250331|20250331|09007|01|01|103331.71|103331.71|0.00|5480.36|0.00|20250401|14|20250331|0.00|0.00|;
PA02362|SAI002187|20250331|20250331|09009|01|01|156401.56|156401.56|0.00|878.29|0.00|20250405|14|20250403|0.00|0.00|;
PA02366|SAI002203|20250403|20250403|09011|02|02|497944.84|497944.84|0.00|8414.69|0.00|20250406|15|20250406|0.00|0.00|;
PA02393|SAI002205|20250405|20250405|09009|02|02|1262027.75|1262027.75|0.00|182.43|0.00|20250408|16|20250405|0.00|0.00|;
PA02421|SAI002218|20250405|20250405|09016|01|01|57252.15|57252.15|0.00|5376.06|0.00|20250410|06|20250408|0.00|0.00|;
PA02433|SAI002230|20250405|20250405|09002|01|02|698454.52|698454.52|0.00|2980.51|0.00|20250406|06|20250405|0.00|0.00|;
PA02452|SAI002233|20250405|20250405|09006|02|02|80301.93|80301.93|0.00|6807.29|0.00|20250406|16|20250407|0.00|0.00|;
PA02488|SAI002243|20250406|20250406|09010|02|02|178315.86|178315.86|0.00|397.23|0.00|20250413|15|20250408|0.00|0.00|;
PA02500|SAI002249|20250407|20250407|09009|01|02|1409294.02|1409294.02|0.00|7983.92|0.00|20250411|14|20250410|0.00|0.00|;
PA02512|SAI002269|20250408|20250408|09012|02|02|565921.25|565921.25|0.00|2237.38|0.00|20250408|16|20250410|0.00|0.00|;
PA02534|SAI002280|20250410|20250410|09016|02|02|83331.97|83331.97|0.00|8369.65|0.00|20250413|15|20250413|0.00|0.00|;
PA02566|SAI002286|20250412|20250412|09010|02|02|1136122.62|1136122.62|0.00|336.98|0.00|20250418|16|20250413|0.00|0.00|;
PA02600|SAI002311|20250416|20250416|09006|02|02|1359073.48|1359073.48|0.00|5314.31|0.00|20250417|15|20250417|0.00|0.00|;
PA02616|SAI002330|20250417|20250417|09014|02|02|138002.41|138002.41|0.00|3441.17|0.00|20250422|15|20250418|0.00|0.00|;
PA02626|SAI002343|20250418|20250418|09009|01|01|108044.40|108044.40|0.00|4318.02|0.00|20250419|14|20250419|0.00|0.00|;
PA02667|SAI002351|20250418|20250418|09008|02|02|1089316.82|1089316.82|0.00|72.18|0.00|20250421|15|20250418|0.00|0.00|;
PA02670|SAI002364|20250420|20250420|09003|01|01|51557.91|51557.91|0.00|1343.36|0.00|20250421|14|20250420|0.00|0.00|;
PA02719|SAI002375|20250421|20250421|09012|02|02|1336485.36|1336485.36|0.00|2867.84|0.00|20250422|16|20250424|0.00|0.00|;
PA02767|SAI002393|20250423|20250423|09003|02|02|103031.64|103031.64|0.00|3055.79|0.00|20250425|15|20250426|0.00|0.00|;
PA02806|SAI002415|20250423|20250423|09008|01|01|42494.57|42494.57|0.00|352.85|0.00|20250429|06|20250425|0.00|0.00|;
PA02848|SAI002434|20250423|20250423|09016|02|02|227689.31|227689.31|0.00|5075.42|0.00|20250425|15|20250424|0.00|0.00|;
PA02851|SAI002434|20250424|20250424|09014|02|02|1170499.05|1170499.05|0.00|9456.17|0.00|20250501|15|20250426|0.00|0.00|;
PA02878|SAI002449|20250424|20250424|09014|02|02|1051858.76|1051858.76|0.00|6752.87|0.00|20250426|16|20250427|0.00|0.00|;
PA02889|SAI002471|20250425|20250425|09010|02|02|1635852.88|1635852.88|0.00|6536.51|0.00|20250429|15|20250427|0.00|0.00|;
PA02924|SAI002494|20250426|20250426|09017|02|02|599379.31|599379.31|0.00|4012.03|0.00|20250501|15|20250428|0.00|0.00|;
PA02929|SAI002512|20250426|20250426|09015|02|02|173758.90|173758.90|0.00|7985.02|0.00|20250427|15|20250428|0.00|0.00|;
PA02959|SAI002516|20250427|20250427|09007|01|01|167381.73|167381.73|0.00|6121.41|0.00|20250503|06|20250429|0.00|0.00|;
PA02959|SAI002540|20250501|20250501|09009|02|02|7068460.95|7068460.95|0.00|2902.82|0.00|20250504|15|20250504|0.00|0.00|;
PA02999|SAI002554|20250501|20250501|09005|01|01|78366.40|78366.40|0.00|6006.51|0.00|20250503|06|20250503|0.00|0.00|;
PA03024|SAI002573|20250503|20250503|09010|02|02|930886.20|930886.20|0.00|8359.72|0.00|20250509|15|20250504|0.00|0.00|;
PA03045|SAI002592|20250503|20250503|09011|02|02|1051354.58|1051354.58|0.00|7840.45|0.00|20250505|15|20250504|0.00|0.00|;
PA03061|SAI002606|20250503|20250503|09005|02|02|24177.96|24177.96|0.00|7978.06|0.00|20250510|15|20250504|0.00|0.00|;
PA03078|SAI002606|20250503|20250503|09012|01|01|67398.07|67398.07|0.00|494.48|0.00|20250503|06|20250506|0.00|0.00|;
PA03104|SAI002612|20250505|20250505|09006|02|02|4709.95|4709.95|0.00|4561.65|0.00|20250510|16|20250507|0.00|0.00|;
PA03120|SAI002629|20250505|20250505|09003|02|02|922867.12|922867.12|0.00|7948.10|0.00|20250506|16|20250507|0.00|0.00|;
PA03163|SAI002645|20250505|20250505|09016|01|01|80223.95|80223.95|0.00|2347.79|0.00|20250506|14|20250506|0.00|0.00|;
PA03169|SAI002647|20250505|20250505|09015|02|02|518633.21|518633.21|0.00|1633.11|0.00|20250507|16|20250507|0.00|0.00|;
PA03216|SAI002669|20250508|20250508|09005|01|02|487055.17|487055.17|0.00|6873.65|0.00|20250509|06|20250511|0.00|0.00|;
PA03225|SAI002674|20250509|20250509|09010|02|02|392392.50|392392.50|0.00|7770.51|0.00|20250510|15|20250511|0.00|0.00|;
PA03255|SAI002682|20250509|20250509|09011|02|02|482241.93|482241.93|0.00|1539.94|0.00|20250514|15|20250512|0.00|0.00|;
PA03288|SAI002695|20250510|20250510|09010|02|02|1370260.67|1370260.67|0.00|4066.34|0.00|20250510|15|20250510|0.00|0.00|;
PA03294|SAI002705|20250510|20250510|09003|01|01|55780.68|55780.68|0.00|889.59|0.00|20250516|14|20250511|0.00|0.00|;
PA03337|SAI002718|20250512|20250512|09004|02|02|1299879.08|1299879.08|0.00|1377.49|0.00|20250517|15|20250512|0.00|0.00|;
PA03357|SAI002728|20250512|20250512|09006|01|01|45196.79|45196.79|0.00|8357.40|0.00|20250516|14|20250514|0.00|0.00|;
PA03361|SAI002746|20250513|20250513|09006|01|01|116268.17|116268.17|0.00|8847.99|0.00|20250517|14|20250516|0.00|0.00|;
PA03390|SAI002749|20250513|20250513|09003|02|02|781498.06|781498.06|0.00|1740.50|0.00|20250518|15|20250516|0.00|0.00|;
PA03400|SAI002757|20250514|20250514|09005|02|02|918881.21|918881.21|0.00|3636.14|0.00|20250519|16|20250516|0.00|0.00|;
PA03423|SAI002781|20250515|20250515|09012|02|02|95009.53|95009.53|0.00|8425.84|0.00|20250518|16|20250517|0.00|0.00|;
PA03440|SAI002782|20250515|20250515|09006|01|01|87215.53|87215.53|0.00|4291.44|0.00|20250516|06|20250517|0.00|0.00|;
PA03490|SAI002797|20250515|20250515|09015|02|02|1923631.42|1923631.42|0.00|675.95|0.00|20250519|15|20250517|0.00|0.00|;
PA03495|SAI002799|20250515|20250515|09003|02|02|911570.84|911570.84|0.00|2207.15|0.00|20250518|16|20250516|0.00|0.00|;
PA03529|SAI002817|20250516|20250516|09014|02|02|242598.61|242598.61|0.00|3695.84|0.00|20250517|15|20250517|0.00|0.00|;
PA03557|SAI002828|20250517|20250517|09015|02|02|3817143.71|3817143.71|0.00|1189.25|0.00|20250519|15|20250518|0.00|0.00|;
PA03582|SAI002832|20250518|20250518|09011|02|02|2874581.38|2874581.38|0.00|5579.15|0.00|20250523|15|20250518|0.00|0.00|;
PA03631|SAI002833|20250519|20250519|09016|01|02|786550.65|786550.65|0.00|5024.88|0.00|20250522|14|20250520|0.00|0.00|;
PA03649|SAI002857|20250521|20250521|09013|02|02|1352153.45|1352153.45|0.00|3482.66|0.00|20250521|15|20250522|0.00|0.00|;
PA03691|SAI002874|20250521|20250521|09016|02|02|578688.12|578688.12|0.00|3447.20|0.00|20250524|15|20250522|0.00|0.00|;
PA03739|SAI002878|20250522|20250522|09007|01|01|130355.51|130355.51|0.00|7103.48|0.00|20250524|14|20250522|0.00|0.00|;
PA03768|SAI002897|20250523|20250523|09014|02|02|530883.83|530883.83|0.00|6881.71|0.00|20250526|16|20250523|0.00|0.00|;
PA03788|SAI002909|20250523|20250523|09010|02|02|200212.22|200212.22|0.00|4964.94|0.00|20250527|15|20250525|0.00|0.00|;
PA03808|SAI002914|20250527|20250527|09009|02|02|279014.88|279014.88|0.00|2705.67|0.00|20250602|16|20250528|0.00|0.00|;
PA03831|SAI002932|20250527|20250527|09016|02|02|1047972.90|1047972.90|0.00|252.34|0.00|20250529|15|20250529|0.00|0.00|;
PA03844|SAI002933|20250527|20250527|09004|02|02|920897.04|920897.04|0.00|9597.32|0.00|20250602|15|20250527|0.00|0.00|;
PA03883|SAI002945|20250528|20250528|09016|02|02|586327.09|586327.09|0.00|854.14|0.00|20250603|15|20250530|0.00|0.00|;
PA03928|SAI002949|20250602|20250602|09009|02|02|1426982.36|1426982.36|0.00|3121.16|0.00|20250606|16|20250603|0.00|0.00|;
PA03960|SAI002971|20250602|20250602|09013|02|02|1150606.72|1150606.72|0.00|4981.00|0.00|20250608|16|20250602|0.00|0.00|;
PA03970|SAI002980|20250606|20250606|09007|01|01|108478.17|108478.17|0.00|1422.83|0.00|20250607|06|20250607|0.00|0.00|;
PA03986|SAI002998|20250607|20250607|09011|02|02|366673.47|366673.47|0.00|2274.36|0.00|20250607|15|20250608|0.00|0.00|;
PA03999|SAI003019|20250608|20250608|09007|02|02|1161330.55|1161330.55|0.00|2033.81|0.00|20250613|15|20250610|0.00|0.00|;
PA04014|SAI003024|20250609|20250609|09002|02|02|1218432.40|1218432.40|0.00|8187.67|0.00|20250614|15|20250611|0.00|0.00|;
PA04023|SAI003046|20250611|20250611|09012|02|02|73838.91|73838.91|0.00|26.45|0.00|20250615|15|20250614|0.00|0.00|;
PA04073|SAI003064|20250611|20250611|09009|02|02|653812.63|653812.63|0.00|5109.91|0.00|20250618|15|20250612|0.00|0.00|;
PA04081|SAI003075|20250612|20250612|09004|02|02|12165.18|12165.18|0.00|4507.59|0.00|20250618|15|20250614|0.00|0.00|;
PA04111|SAI003091|20250613|20250613|09016|01|01|171226.09|171226.09|0.00|3773.33|0.00|20250615|06|20250615|0.00|0.00|;
PA04111|SAI003114|20250616|20250616|09005|02|02|1668342.00|1668342.00|0.00|2143.53|0.00|20250619|16|20250616|0.00|0.00|;
PA04149|SAI003135|20250616|20250616|09005|02|02|1013242.76|1013242.76|0.00|3615.64|0.00|20250620|16|20250619|0.00|0.00|;
PA04170|SAI003145|20250616|20250616|09011|02|02|574252.37|574252.37|0.00|1525.03|0.00|20250621|15|20250618|0.00|0.00|;
PA04220|SAI003145|20250617|20250617|09007|02|02|813785.64|813785.64|0.00|7178.28|0.00|20250622|15|20250619|0.00|0.00|;
PA04248|SAI003157|20250617|20250617|09009|02|02|1750908.07|1750908.07|0.00|2941.28|0.00|20250619|16|20250619|0.00|0.00|;
PA04291|SAI003172|20250617|20250617|09004|02|02|517075.37|517075.37|0.00|3197.15|0.00|20250623|15|20250619|0.00|0.00|;
PA04334|SAI003192|20250617|20250617|09012|01|01|331129.14|331129.14|0.00|8771.23|0.00|20250621|06|20250618|0.00|0.00|;
PA04352|SAI003206|20250618|20250618|09003|02|02|1987003.97|1987003.97|0.00|3428.29|0.00|20250623|15|20250620|0.00|0.00|;
PA04366|SAI003219|20250619|20250619|09015|01|01|69798.87|69798.87|0.00|4581.47|0.00|20250621|06|20250621|0.00|0.00|;
PA04379|SAI003234|20250620|20250620|09003|02|02|127167.92|127167.92|0.00|11.86|0.00|20250627|15|20250623|0.00|0.00|;
PA04381|SAI003247|20250620|20250620|09017|02|02|262060.74|262060.74|0.00|401.01|0.00|20250623|16|20250623|0.00|0.00|;
PA04425|SAI003255|20250620|20250620|09011|02|02|933013.51|933013.51|0.00|2406.50|0.00|20250620|15|20250620|0.00|0.00|;
PA04457|SAI003258|20250620|20250620|09012|02|02|1478557.67|1478557.67|0.00|7533.72|0.00|20250626|16|20250622|0.00|0.00|;
PA04494|SAI003259|20250620|20250620|09005|02|02|984068.61|984068.61|0.00|3830.52|0.00|20250620|15|20250622|0.00|0.00|;
PA04518|SAI003274|20250623|20250623|09017|02|02|2286075.15|2286075.15|0.00|708.83|0.00|20250624|16|20250623|0.00|0.00|;
PA04524|SAI003292|20250623|20250623|09008|01|01|27566.91|27566.91|0.00|472.08|0.00|20250627|14|20250625|0.00|0.00|;
PA04529|SAI003297|20250623|20250623|09011|02|02|87998.03|87998.03|0.00|9619.62|0.00|20250625|15|20250623|0.00|0.00|;
PA04560|SAI003315|20250624|20250624|09006|02|02|603496.28|603496.28|0.00|625.78|0.00|20250628|15|20250627|0.00|0.00|;
PA04604|SAI003317|20250625|20250625|09006|01|01|45826.49|45826.49|0.00|7535.62|0.00|20250628|06|20250627|0.00|0.00|;
PA04606|SAI003326|20250625|20250625|09005|02|02|30542.12|30542.12|0.00|1884.75|0.00|20250701|16|20250627|0.00|0.00|;
PA04628|SAI003339|20250702|20250702|09010|01|02|45612.60|45612.60|0.00|6034.55|0.00|20250705|14|20250704|0.00|0.00|;
PA04637|SAI003359|20250703|20250703|09011|02|02|1078855.52|1078855.52|0.00|2112.52|0.00|20250709|16|20250706|0.00|0.00|;
PA04675|SAI003382|20250704|20250704|09011|02|02|1943630.86|1943630.86|0.00|6100.59|0.00|20250711|15|20250707|0.00|0.00|;
PA04696|SAI003386|20250705|20250705|09015|02|02|2175411.95|2175411.95|0.00|9065.54|0.00|20250707|15|20250705|0.00|0.00|;
PA04733|SAI003409|20250705|20250705|09002|02|02|1091766.02|1091766.02|0.00|3997.17|0.00|20250706|16|20250705|0.00|0.00|;
PA04757|SAI003418|20250705|20250705|09013|02|02|1440214.66|1440214.66|0.00|3504.47|0.00|20250707|16|20250707|0.00|0.00|;
PA04770|SAI003423|20250705|20250705|09016|02|02|4174492.73|4174492.73|0.00|1553.99|0.00|20250707|16|20250706|0.00|0.00|;
PA04775|SAI003431|20250711|20250711|09004|02|02|828252.33|828252.33|0.00|4089.33|0.00|20250718|16|20250712|0.00|0.00|;
PA04821|SAI003440|20250711|20250711|09007|02|02|3273300.65|3273300.65|0.00|1326.71|0.00|20250712|15|20250712|0.00|0.00|;
PA04834|SAI003460|20250713|20250713|09016|02|02|1192341.07|1192341.07|0.00|6733.97|0.00|20250717|15|20250716|0.00|0.00|;
PA04837|SAI003474|20250714|20250714|09010|01|01|106522.16|106522.16|0.00|343.79|0.00|20250717|06|20250716|0.00|0.00|;
PA04884|SAI003475|20250714|20250714|09008|02|02|907688.16|907688.16|0.00|8870.18|0.00|20250721|16|20250717|0.00|0.00|;
PA04925|SAI003492|20250716|20250716|09016|02|02|422208.31|422208.31|0.00|2187.64|0.00|20250720|16|20250718|0.00|0.00|;
PA04951|SAI003493|20250716|20250716|09013|01|01|260255.91|260255.91|0.00|7189.57|0.00|20250717|06|20250718|0.00|0.00|;
PA04978|SAI003507|20250718|20250718|09016|02|02|413869.30|413869.30|0.00|5045.89|0.00|20250721|16|20250719|0.00|0.00|;
PA05001|SAI003518|20250719|20250719|09006|02|02|918849.95|918849.95|0.00|2885.95|0.00|20250723|15|20250720|0.00|0.00|;
PA05042|SAI003534|20250719|20250719|09011|02|02|1493738.51|1493738.51|0.00|5643.95|0.00|20250724|15|20250720|0.00|0.00|;
PA05060|SAI003535|20250719|20250719|09007|01|02|362841.61|362841.61|0.00|3069.34|0.00|20250721|06|20250721|0.00|0.00|;
PA05106|SAI003548|20250719|20250719|09006|02|02|1916022.40|1916022.40|0.00|6019.91|0.00|20250725|16|20250721|0.00|0.00|;
PA05114|SAI003551|20250719|20250719|09004|02|02|1185630.22|1185630.22|0.00|6261.09|0.00|20250724|15|20250721|0.00|0.00|;
PA05119|SAI003566|20250719|20250719|09011|02|02|1390243.31|1390243.31|0.00|7549.73|0.00|20250720|15|20250720|0.00|0.00|;
PA05161|SAI003576|20250719|20250719|09009|02|02|3061223.59|3061223.59|0.00|9066.77|0.00|20250725|16|20250719|0.00|0.00|;
PA05169|SAI003579|20250721|20250721|09002|02|02|690657.37|690657.37|0.00|4464.79|0.00|20250725|16|20250722|0.00|0.00|;
